2403
(-2.000000, 1.609719, 0.000000) (-2.000000, 1.609719, 0.000000) (0.000000, -955650304.000000) 
(-0.645001, 1.997063, 0.000000) (-0.645001, 1.997063, 0.000000) (0.000000, -956006400.000000) 
(-0.640001, 1.929014, 0.000000) (-0.640001, 1.929014, 0.000000) (0.000000, -955650304.000000) 
(-0.635001, 1.859229, 0.000000) (-0.640001, 1.859229, 0.000000) (0.000000, -523060.500000) 
(-0.640001, 1.929014, 0.000000) (-0.640001, 1.929014, 0.000000) (0.000000, -956006400.000000) 
(-0.635001, 1.859229, 0.000000) (-0.635001, 1.859229, 0.000000) (0.000000, -955650304.000000) 
(-0.630001, 1.787771, 0.000000) (-0.635001, 1.787771, 0.000000) (0.000000, -523060.500000) 
(-0.635001, 1.859229, 0.000000) (-0.635001, 1.859229, 0.000000) (0.000000, -956006400.000000) 
(-0.630001, 1.787771, 0.000000) (-0.630001, 1.787771, 0.000000) (0.000000, -955650304.000000) 
(-0.625001, 1.714703, 0.000000) (-0.630001, 1.714703, 0.000000) (0.000000, -523060.500000) 
(-0.630001, 1.787771, 0.000000) (-0.630001, 1.787771, 0.000000) (0.000000, -956006400.000000) 
(-0.625001, 1.714703, 0.000000) (-0.625001, 1.714703, 0.000000) (0.000000, -955650304.000000) 
(-0.620001, 1.640093, 0.000000) (-0.625001, 1.640093, 0.000000) (0.000000, -523060.500000) 
(-0.625001, 1.714703, 0.000000) (-0.625001, 1.714703, 0.000000) (0.000000, -956006400.000000) 
(-0.620001, 1.640093, 0.000000) (-0.620001, 1.640093, 0.000000) (0.000000, -955650304.000000) 
(-0.615001, 1.564007, 0.000000) (-0.620001, 1.564007, 0.000000) (0.000000, -523060.500000) 
(-0.620001, 1.640093, 0.000000) (-0.620001, 1.640093, 0.000000) (0.000000, -956006400.000000) 
(-0.615001, 1.564007, 0.000000) (-0.615001, 1.564007, 0.000000) (0.000000, -955650304.000000) 
(-0.610001, 1.486513, 0.000000) (-0.615001, 1.486513, 0.000000) (0.000000, -523060.500000) 
(-0.615001, 1.564007, 0.000000) (-0.615001, 1.564007, 0.000000) (0.000000, -956006400.000000) 
(-0.610001, 1.486513, 0.000000) (-0.610001, 1.486513, 0.000000) (0.000000, -955650304.000000) 
(-0.605001, 1.407681, 0.000000) (-0.610001, 1.407681, 0.000000) (0.000000, -523060.500000) 
(-0.610001, 1.486513, 0.000000) (-0.610001, 1.486513, 0.000000) (0.000000, -956006400.000000) 
(-0.605001, 1.407681, 0.000000) (-0.605001, 1.407681, 0.000000) (0.000000, -955650304.000000) 
(-0.600001, 1.327583, 0.000000) (-0.605001, 1.327583, 0.000000) (0.000000, -523060.500000) 
(-0.605001, 1.407681, 0.000000) (-0.605001, 1.407681, 0.000000) (0.000000, -956006400.000000) 
(-0.600001, 1.327583, 0.000000) (-0.600001, 1.327583, 0.000000) (0.000000, -955650304.000000) 
(-0.595001, 1.246290, 0.000000) (-0.600001, 1.246290, 0.000000) (0.000000, -523060.500000) 
(-0.600001, 1.327583, 0.000000) (-0.600001, 1.327583, 0.000000) (0.000000, -956006400.000000) 
(-0.595001, 1.246290, 0.000000) (-0.595001, 1.246290, 0.000000) (0.000000, -955650304.000000) 
(-0.590001, 1.163875, 0.000000) (-0.595001, 1.163875, 0.000000) (0.000000, -523060.500000) 
(-0.595001, 1.246290, 0.000000) (-0.595001, 1.246290, 0.000000) (0.000000, -956006400.000000) 
(-0.590001, 1.163875, 0.000000) (-0.590001, 1.163875, 0.000000) (0.000000, -955650304.000000) 
(-0.585001, 1.080413, 0.000000) (-0.590001, 1.080413, 0.000000) (0.000000, -523060.500000) 
(-0.590001, 1.163875, 0.000000) (-0.590001, 1.163875, 0.000000) (0.000000, -956006400.000000) 
(-0.585001, 1.080413, 0.000000) (-0.585001, 1.080413, 0.000000) (0.000000, -955650304.000000) 
(-0.580001, 0.995979, 0.000000) (-0.585001, 0.995979, 0.000000) (0.000000, -523060.500000) 
(-0.585001, 1.080413, 0.000000) (-0.585001, 1.080413, 0.000000) (0.000000, -956006400.000000) 
(-0.580001, 0.995979, 0.000000) (-0.580001, 0.995979, 0.000000) (0.000000, -955650304.000000) 
(-0.575001, 0.910648, 0.000000) (-0.580001, 0.910648, 0.000000) (0.000000, -523060.500000) 
(-0.580001, 0.995979, 0.000000) (-0.580001, 0.995979, 0.000000) (0.000000, -956006400.000000) 
(-0.575001, 0.910648, 0.000000) (-0.575001, 0.910648, 0.000000) (0.000000, -955650304.000000) 
(-0.570001, 0.824498, 0.000000) (-0.575001, 0.824498, 0.000000) (0.000000, -523060.500000) 
(-0.575001, 0.910648, 0.000000) (-0.575001, 0.910648, 0.000000) (0.000000, -956006400.000000) 
(-0.570001, 0.824498, 0.000000) (-0.570001, 0.824498, 0.000000) (0.000000, -955650304.000000) 
(-0.565001, 0.737605, 0.000000) (-0.570001, 0.737605, 0.000000) (0.000000, -523060.500000) 
(-0.570001, 0.824498, 0.000000) (-0.570001, 0.824498, 0.000000) (0.000000, -956006400.000000) 
(-0.565001, 0.737605, 0.000000) (-0.565001, 0.737605, 0.000000) (0.000000, -955650304.000000) 
(-0.560001, 0.650049, 0.000000) (-0.565001, 0.650049, 0.000000) (0.000000, -523060.500000) 
(-0.565001, 0.737605, 0.000000) (-0.565001, 0.737605, 0.000000) (0.000000, -956006400.000000) 
(-0.560001, 0.650049, 0.000000) (-0.560001, 0.650049, 0.000000) (0.000000, -955650304.000000) 
(-0.555001, 0.561908, 0.000000) (-0.560001, 0.561908, 0.000000) (0.000000, -523060.500000) 
(-0.560001, 0.650049, 0.000000) (-0.560001, 0.650049, 0.000000) (0.000000, -956006400.000000) 
(-0.555001, 0.561908, 0.000000) (-0.555001, 0.561908, 0.000000) (0.000000, -955650304.000000) 
(-0.550001, 0.473262, 0.000000) (-0.555001, 0.473262, 0.000000) (0.000000, -523060.500000) 
(-0.555001, 0.561908, 0.000000) (-0.555001, 0.561908, 0.000000) (0.000000, -956006400.000000) 
(-0.550001, 0.473262, 0.000000) (-0.550001, 0.473262, 0.000000) (0.000000, -955650304.000000) 
(-0.545001, 0.384189, 0.000000) (-0.550001, 0.384189, 0.000000) (0.000000, -523060.500000) 
(-0.550001, 0.473262, 0.000000) (-0.550001, 0.473262, 0.000000) (0.000000, -956006400.000000) 
(-0.545001, 0.384189, 0.000000) (-0.545001, 0.384189, 0.000000) (0.000000, -955650304.000000) 
(-0.540001, 0.294771, 0.000000) (-0.545001, 0.294771, 0.000000) (0.000000, -523060.500000) 
(-0.545001, 0.384189, 0.000000) (-0.545001, 0.384189, 0.000000) (0.000000, -956006400.000000) 
(-0.540001, 0.294771, 0.000000) (-0.540001, 0.294771, 0.000000) (0.000000, -955650304.000000) 
(-0.535001, 0.205087, 0.000000) (-0.540001, 0.205087, 0.000000) (0.000000, -523060.500000) 
(-0.540001, 0.294771, 0.000000) (-0.540001, 0.294771, 0.000000) (0.000000, -956006400.000000) 
(-0.535001, 0.205087, 0.000000) (-0.535001, 0.205087, 0.000000) (0.000000, -955650304.000000) 
(-0.530001, 0.115219, 0.000000) (-0.535001, 0.115219, 0.000000) (0.000000, -523060.500000) 
(-0.535001, 0.205087, 0.000000) (-0.535001, 0.205087, 0.000000) (0.000000, -956006400.000000) 
(-0.530001, 0.115219, 0.000000) (-0.530001, 0.115219, 0.000000) (0.000000, -955650304.000000) 
(-0.525001, 0.025247, 0.000000) (-0.530001, 0.025247, 0.000000) (0.000000, -523060.500000) 
(-0.530001, 0.115219, 0.000000) (-0.530001, 0.115219, 0.000000) (0.000000, -956006400.000000) 
(-0.525001, 0.025247, 0.000000) (-0.525001, 0.025247, 0.000000) (0.000000, -955650304.000000) 
(-0.520001, -0.064748, 0.000000) (-0.525001, -0.064748, 0.000000) (0.000000, -523060.500000) 
(-0.525001, 0.025247, 0.000000) (-0.525001, 0.025247, 0.000000) (0.000000, -956006400.000000) 
(-0.520001, -0.064748, 0.000000) (-0.520001, -0.064748, 0.000000) (0.000000, -955650304.000000) 
(-0.515001, -0.154684, 0.000000) (-0.520001, -0.154684, 0.000000) (0.000000, -523060.500000) 
(-0.520001, -0.064748, 0.000000) (-0.520001, -0.064748, 0.000000) (0.000000, -956006400.000000) 
(-0.515001, -0.154684, 0.000000) (-0.515001, -0.154684, 0.000000) (0.000000, -955650304.000000) 
(-0.510001, -0.244481, 0.000000) (-0.515001, -0.244481, 0.000000) (0.000000, -523060.500000) 
(-0.515001, -0.154684, 0.000000) (-0.515001, -0.154684, 0.000000) (0.000000, -956006400.000000) 
(-0.510001, -0.244481, 0.000000) (-0.510001, -0.244481, 0.000000) (0.000000, -955650304.000000) 
(-0.505001, -0.334058, 0.000000) (-0.510001, -0.334058, 0.000000) (0.000000, -523060.500000) 
(-0.510001, -0.244481, 0.000000) (-0.510001, -0.244481, 0.000000) (0.000000, -956006400.000000) 
(-0.505001, -0.334058, 0.000000) (-0.505001, -0.334058, 0.000000) (0.000000, -955650304.000000) 
(-0.500001, -0.423335, 0.000000) (-0.505001, -0.423335, 0.000000) (0.000000, -523060.500000) 
(-0.505001, -0.334058, 0.000000) (-0.505001, -0.334058, 0.000000) (0.000000, -956006400.000000) 
(-0.500001, -0.423335, 0.000000) (-0.500001, -0.423335, 0.000000) (0.000000, -955650304.000000) 
(-0.495001, -0.512230, 0.000000) (-0.500001, -0.512230, 0.000000) (0.000000, -523060.500000) 
(-0.500001, -0.423335, 0.000000) (-0.500001, -0.423335, 0.000000) (0.000000, -956006400.000000) 
(-0.495001, -0.512230, 0.000000) (-0.495001, -0.512230, 0.000000) (0.000000, -955650304.000000) 
(-0.490001, -0.600665, 0.000000) (-0.495001, -0.600665, 0.000000) (0.000000, -523060.500000) 
(-0.495001, -0.512230, 0.000000) (-0.495001, -0.512230, 0.000000) (0.000000, -956006400.000000) 
(-0.490001, -0.600665, 0.000000) (-0.490001, -0.600665, 0.000000) (0.000000, -955650304.000000) 
(-0.485001, -0.688559, 0.000000) (-0.490001, -0.688559, 0.000000) (0.000000, -523060.500000) 
(-0.490001, -0.600665, 0.000000) (-0.490001, -0.600665, 0.000000) (0.000000, -956006400.000000) 
(-0.485001, -0.688559, 0.000000) (-0.485001, -0.688559, 0.000000) (0.000000, -955650304.000000) 
(-0.480001, -0.775833, 0.000000) (-0.485001, -0.775833, 0.000000) (0.000000, -523060.500000) 
(-0.485001, -0.688559, 0.000000) (-0.485001, -0.688559, 0.000000) (0.000000, -956006400.000000) 
(-0.480001, -0.775833, 0.000000) (-0.480001, -0.775833, 0.000000) (0.000000, -955650304.000000) 
(-0.475001, -0.862409, 0.000000) (-0.480001, -0.862409, 0.000000) (0.000000, -523060.500000) 
(-0.480001, -0.775833, 0.000000) (-0.480001, -0.775833, 0.000000) (0.000000, -956006400.000000) 
(-0.475001, -0.862409, 0.000000) (-0.475001, -0.862409, 0.000000) (0.000000, -955650304.000000) 
(-0.470001, -0.948209, 0.000000) (-0.475001, -0.948209, 0.000000) (0.000000, -523060.500000) 
(-0.475001, -0.862409, 0.000000) (-0.475001, -0.862409, 0.000000) (0.000000, -956006400.000000) 
(-0.470001, -0.948209, 0.000000) (-0.470001, -0.948209, 0.000000) (0.000000, -955650304.000000) 
(-0.465001, -1.033156, 0.000000) (-0.470001, -1.033156, 0.000000) (0.000000, -523060.500000) 
(-0.470001, -0.948209, 0.000000) (-0.470001, -0.948209, 0.000000) (0.000000, -956006400.000000) 
(-0.465001, -1.033156, 0.000000) (-0.465001, -1.033156, 0.000000) (0.000000, -955650304.000000) 
(-0.460001, -1.117173, 0.000000) (-0.465001, -1.117173, 0.000000) (0.000000, -523060.500000) 
(-0.465001, -1.033156, 0.000000) (-0.465001, -1.033156, 0.000000) (0.000000, -956006400.000000) 
(-0.460001, -1.117173, 0.000000) (-0.460001, -1.117173, 0.000000) (0.000000, -955650304.000000) 
(-0.455001, -1.200184, 0.000000) (-0.460001, -1.200184, 0.000000) (0.000000, -523060.500000) 
(-0.460001, -1.117173, 0.000000) (-0.460001, -1.117173, 0.000000) (0.000000, -956006400.000000) 
(-0.455001, -1.200184, 0.000000) (-0.455001, -1.200184, 0.000000) (0.000000, -955650304.000000) 
(-0.450001, -1.282116, 0.000000) (-0.455001, -1.282116, 0.000000) (0.000000, -523060.500000) 
(-0.455001, -1.200184, 0.000000) (-0.455001, -1.200184, 0.000000) (0.000000, -956006400.000000) 
(-0.450001, -1.282116, 0.000000) (-0.450001, -1.282116, 0.000000) (0.000000, -955650304.000000) 
(-0.445001, -1.362893, 0.000000) (-0.450001, -1.362893, 0.000000) (0.000000, -523060.500000) 
(-0.450001, -1.282116, 0.000000) (-0.450001, -1.282116, 0.000000) (0.000000, -956006400.000000) 
(-0.445001, -1.362893, 0.000000) (-0.445001, -1.362893, 0.000000) (0.000000, -955650304.000000) 
(-0.440001, -1.442444, 0.000000) (-0.445001, -1.442444, 0.000000) (0.000000, -523060.500000) 
(-0.445001, -1.362893, 0.000000) (-0.445001, -1.362893, 0.000000) (0.000000, -956006400.000000) 
(-0.440001, -1.442444, 0.000000) (-0.440001, -1.442444, 0.000000) (0.000000, -955650304.000000) 
(-0.435001, -1.520697, 0.000000) (-0.440001, -1.520697, 0.000000) (0.000000, -523060.500000) 
(-0.440001, -1.442444, 0.000000) (-0.440001, -1.442444, 0.000000) (0.000000, -956006400.000000) 
(-0.435001, -1.520697, 0.000000) (-0.435001, -1.520697, 0.000000) (0.000000, -955650304.000000) 
(-0.430001, -1.597582, 0.000000) (-0.435001, -1.597582, 0.000000) (0.000000, -523060.500000) 
(-0.435001, -1.520697, 0.000000) (-0.435001, -1.520697, 0.000000) (0.000000, -956006400.000000) 
(-0.430001, -1.597582, 0.000000) (-0.430001, -1.597582, 0.000000) (0.000000, -955650304.000000) 
(-0.425002, -1.673029, 0.000000) (-0.430001, -1.673029, 0.000000) (0.000000, -523060.500000) 
(-0.430001, -1.597582, 0.000000) (-0.430001, -1.597582, 0.000000) (0.000000, -956006400.000000) 
(-0.425002, -1.673029, 0.000000) (-0.425002, -1.673029, 0.000000) (0.000000, -955650304.000000) 
(-0.420002, -1.746970, 0.000000) (-0.425002, -1.746970, 0.000000) (0.000000, -523060.500000) 
(-0.425002, -1.673029, 0.000000) (-0.425002, -1.673029, 0.000000) (0.000000, -956006400.000000) 
(-0.420002, -1.746970, 0.000000) (-0.420002, -1.746970, 0.000000) (0.000000, -955650304.000000) 
(-0.415002, -1.819339, 0.000000) (-0.420002, -1.819339, 0.000000) (0.000000, -523060.500000) 
(-0.420002, -1.746970, 0.000000) (-0.420002, -1.746970, 0.000000) (0.000000, -956006400.000000) 
(-0.415002, -1.819339, 0.000000) (-0.415002, -1.819339, 0.000000) (0.000000, -955650304.000000) 
(-0.410002, -1.890071, 0.000000) (-0.415002, -1.890071, 0.000000) (0.000000, -523060.500000) 
(-0.415002, -1.819339, 0.000000) (-0.415002, -1.819339, 0.000000) (0.000000, -956006400.000000) 
(-0.410002, -1.890071, 0.000000) (-0.410002, -1.890071, 0.000000) (0.000000, -955650304.000000) 
(-0.405002, -1.959102, 0.000000) (-0.410002, -1.959102, 0.000000) (0.000000, -523060.500000) 
(-0.410002, -1.890071, 0.000000) (-0.410002, -1.890071, 0.000000) (0.000000, -956006400.000000) 
(-0.405002, -1.959102, 0.000000) (-0.405002, -1.959102, 0.000000) (0.000000, -955650304.000000) 
(-0.400002, -2.026369, 0.000000) (-0.405002, -2.026369, 0.000000) (0.000000, -523060.500000) 
(-0.405002, -1.959102, 0.000000) (-0.405002, -1.959102, 0.000000) (0.000000, -956006400.000000) 
(-0.400002, -2.026369, 0.000000) (-0.400002, -2.026369, 0.000000) (0.000000, -955650304.000000) 
(-0.395002, -2.091814, 0.000000) (-0.400002, -2.091814, 0.000000) (0.000000, -523060.500000) 
(-0.400002, -2.026369, 0.000000) (-0.400002, -2.026369, 0.000000) (0.000000, -956006400.000000) 
(-0.395002, -2.091814, 0.000000) (-0.395002, -2.091814, 0.000000) (0.000000, -955650304.000000) 
(-0.390002, -2.155375, 0.000000) (-0.395002, -2.155375, 0.000000) (0.000000, -523060.500000) 
(-0.395002, -2.091814, 0.000000) (-0.395002, -2.091814, 0.000000) (0.000000, -956006400.000000) 
(-0.390002, -2.155375, 0.000000) (-0.390002, -2.155375, 0.000000) (0.000000, -955650304.000000) 
(-0.385002, -2.216997, 0.000000) (-0.390002, -2.216997, 0.000000) (0.000000, -523060.500000) 
(-0.390002, -2.155375, 0.000000) (-0.390002, -2.155375, 0.000000) (0.000000, -956006400.000000) 
(-0.385002, -2.216997, 0.000000) (-0.385002, -2.216997, 0.000000) (0.000000, -955650304.000000) 
(-0.380002, -2.276624, 0.000000) (-0.385002, -2.276624, 0.000000) (0.000000, -523060.500000) 
(-0.385002, -2.216997, 0.000000) (-0.385002, -2.216997, 0.000000) (0.000000, -956006400.000000) 
(-0.380002, -2.276624, 0.000000) (-0.380002, -2.276624, 0.000000) (0.000000, -955650304.000000) 
(-0.375002, -2.334202, 0.000000) (-0.380002, -2.334202, 0.000000) (0.000000, -523060.500000) 
(-0.380002, -2.276624, 0.000000) (-0.380002, -2.276624, 0.000000) (0.000000, -956006400.000000) 
(-0.375002, -2.334202, 0.000000) (-0.375002, -2.334202, 0.000000) (0.000000, -955650304.000000) 
(-0.370002, -2.389679, 0.000000) (-0.375002, -2.389679, 0.000000) (0.000000, -523060.500000) 
(-0.375002, -2.334202, 0.000000) (-0.375002, -2.334202, 0.000000) (0.000000, -956006400.000000) 
(-0.370002, -2.389679, 0.000000) (-0.370002, -2.389679, 0.000000) (0.000000, -955650304.000000) 
(-0.365002, -2.443007, 0.000000) (-0.370002, -2.443007, 0.000000) (0.000000, -523060.500000) 
(-0.370002, -2.389679, 0.000000) (-0.370002, -2.389679, 0.000000) (0.000000, -956006400.000000) 
(-0.365002, -2.443007, 0.000000) (-0.365002, -2.443007, 0.000000) (0.000000, -955650304.000000) 
(-0.360002, -2.494135, 0.000000) (-0.365002, -2.494135, 0.000000) (0.000000, -523060.500000) 
(-0.365002, -2.443007, 0.000000) (-0.365002, -2.443007, 0.000000) (0.000000, -956006400.000000) 
(-0.360002, -2.494135, 0.000000) (-0.360002, -2.494135, 0.000000) (0.000000, -955650304.000000) 
(-0.355002, -2.543018, 0.000000) (-0.360002, -2.543018, 0.000000) (0.000000, -523060.500000) 
(-0.360002, -2.494135, 0.000000) (-0.360002, -2.494135, 0.000000) (0.000000, -956006400.000000) 
(-0.355002, -2.543018, 0.000000) (-0.355002, -2.543018, 0.000000) (0.000000, -955650304.000000) 
(-0.350002, -2.589614, 0.000000) (-0.355002, -2.589614, 0.000000) (0.000000, -523060.500000) 
(-0.355002, -2.543018, 0.000000) (-0.355002, -2.543018, 0.000000) (0.000000, -956006400.000000) 
(-0.350002, -2.589614, 0.000000) (-0.350002, -2.589614, 0.000000) (0.000000, -955650304.000000) 
(-0.345002, -2.633879, 0.000000) (-0.350002, -2.633879, 0.000000) (0.000000, -523060.500000) 
(-0.350002, -2.589614, 0.000000) (-0.350002, -2.589614, 0.000000) (0.000000, -956006400.000000) 
(-0.345002, -2.633879, 0.000000) (-0.345002, -2.633879, 0.000000) (0.000000, -955650304.000000) 
(-0.340002, -2.675773, 0.000000) (-0.345002, -2.675773, 0.000000) (0.000000, -523060.500000) 
(-0.345002, -2.633879, 0.000000) (-0.345002, -2.633879, 0.000000) (0.000000, -956006400.000000) 
(-0.340002, -2.675773, 0.000000) (-0.340002, -2.675773, 0.000000) (0.000000, -955650304.000000) 
(-0.335002, -2.715260, 0.000000) (-0.340002, -2.715260, 0.000000) (0.000000, -523060.500000) 
(-0.340002, -2.675773, 0.000000) (-0.340002, -2.675773, 0.000000) (0.000000, -956006400.000000) 
(-0.335002, -2.715260, 0.000000) (-0.335002, -2.715260, 0.000000) (0.000000, -955650304.000000) 
(-0.330002, -2.752302, 0.000000) (-0.335002, -2.752302, 0.000000) (0.000000, -523060.500000) 
(-0.335002, -2.715260, 0.000000) (-0.335002, -2.715260, 0.000000) (0.000000, -956006400.000000) 
(-0.330002, -2.752302, 0.000000) (-0.330002, -2.752302, 0.000000) (0.000000, -955650304.000000) 
(-0.325002, -2.786869, 0.000000) (-0.330002, -2.786869, 0.000000) (0.000000, -523060.500000) 
(-0.330002, -2.752302, 0.000000) (-0.330002, -2.752302, 0.000000) (0.000000, -956006400.000000) 
(-0.325002, -2.786869, 0.000000) (-0.325002, -2.786869, 0.000000) (0.000000, -955650304.000000) 
(-0.320002, -2.818927, 0.000000) (-0.325002, -2.818927, 0.000000) (0.000000, -523060.500000) 
(-0.325002, -2.786869, 0.000000) (-0.325002, -2.786869, 0.000000) (0.000000, -956006400.000000) 
(-0.320002, -2.818927, 0.000000) (-0.320002, -2.818927, 0.000000) (0.000000, -955650304.000000) 
(-0.315002, -2.848448, 0.000000) (-0.320002, -2.848448, 0.000000) (0.000000, -523060.500000) 
(-0.320002, -2.818927, 0.000000) (-0.320002, -2.818927, 0.000000) (0.000000, -956006400.000000) 
(-0.315002, -2.848448, 0.000000) (-0.315002, -2.848448, 0.000000) (0.000000, -955650304.000000) 
(-0.310002, -2.875406, 0.000000) (-0.315002, -2.875406, 0.000000) (0.000000, -523060.500000) 
(-0.315002, -2.848448, 0.000000) (-0.315002, -2.848448, 0.000000) (0.000000, -956006400.000000) 
(-0.310002, -2.875406, 0.000000) (-0.310002, -2.875406, 0.000000) (0.000000, -955650304.000000) 
(-0.305002, -2.899776, 0.000000) (-0.310002, -2.899776, 0.000000) (0.000000, -523060.500000) 
(-0.310002, -2.875406, 0.000000) (-0.310002, -2.875406, 0.000000) (0.000000, -956006400.000000) 
(-0.305002, -2.899776, 0.000000) (-0.305002, -2.899776, 0.000000) (0.000000, -955650304.000000) 
(-0.300002, -2.921536, 0.000000) (-0.305002, -2.921536, 0.000000) (0.000000, -523060.500000) 
(-0.305002, -2.899776, 0.000000) (-0.305002, -2.899776, 0.000000) (0.000000, -956006400.000000) 
(-0.300002, -2.921536, 0.000000) (-0.300002, -2.921536, 0.000000) (0.000000, -955650304.000000) 
(-0.295002, -2.940668, 0.000000) (-0.300002, -2.940668, 0.000000) (0.000000, -523060.500000) 
(-0.300002, -2.921536, 0.000000) (-0.300002, -2.921536, 0.000000) (0.000000, -956006400.000000) 
(-0.295002, -2.940668, 0.000000) (-0.295002, -2.940668, 0.000000) (0.000000, -955650304.000000) 
(-0.290002, -2.957153, 0.000000) (-0.295002, -2.957153, 0.000000) (0.000000, -523060.500000) 
(-0.295002, -2.940668, 0.000000) (-0.295002, -2.940668, 0.000000) (0.000000, -956006400.000000) 
(-0.290002, -2.957153, 0.000000) (-0.290002, -2.957153, 0.000000) (0.000000, -955650304.000000) 
(-0.285002, -2.970976, 0.000000) (-0.290002, -2.970976, 0.000000) (0.000000, -523060.500000) 
(-0.290002, -2.957153, 0.000000) (-0.290002, -2.957153, 0.000000) (0.000000, -956006400.000000) 
(-0.285002, -2.970976, 0.000000) (-0.285002, -2.970976, 0.000000) (0.000000, -955650304.000000) 
(-0.280002, -2.982126, 0.000000) (-0.285002, -2.982126, 0.000000) (0.000000, -523060.500000) 
(-0.285002, -2.970976, 0.000000) (-0.285002, -2.970976, 0.000000) (0.000000, -956006400.000000) 
